fragment_ID,rss,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness
POC-150,0.030747002408835763,0.2047354021302916,22,-Inf,34.516999999999996,NA,1.008568087451775,NA,12.516999999999996,Inf,7.992000000000001,NA
POC-154,0.005527817044985542,0.1721990815775047,30.709,-16.903,33.503,0.42253197812110194,NA,1.7286211792174773,2.7940000000000005,50.406,5.755000000000003,NA
POC-156,4.4180389066068154e-4,0.20531427382347828,26.779,-8.125,33.952,NA,2.723859567943051,NA,7.172999999999998,42.077,6.199999999999999,NA
POC-157,2.987552760125288e-4,0.1196379372776944,29.711,-Inf,36.378,NA,1.8757149507069806,NA,6.667000000000002,Inf,10.201,NA
POC-159,0.004326186390628853,0.20223169762014337,29.538,-Inf,38.78,NA,1.8477502051275898,NA,9.242,Inf,10.924,NA
POC-162,0.001224525074932864,0.0977597042979878,31.097,-21.237000000000002,33.936,0.37763260078185595,NA,1.6284420144705556,2.8389999999999986,55.173,6.161000000000001,NA
POC-165,0.004737397036150788,0.17770287933070805,27.102,3.4810000000000016,36.603,NA,2.2572016469493894,NA,9.501000000000001,33.122,5.679000000000002,NA
POC-167,0.004907874352804481,0.10452247882625966,22,-Inf,34.746,NA,0.5149100214110189,NA,12.746000000000002,Inf,10.985,NA
POC-168,0.00158233474548063,0.1453689172408818,29.076,-7.289999999999999,36.93,NA,2.509733309618007,NA,7.853999999999999,44.22,6.594000000000001,NA
POC-169,9.04968988234048e-4,0.13929160683418598,31.831,-Inf,34.78,0.2565546016655792,NA,1.3930228335007853,2.9490000000000016,Inf,7.676000000000002,NA
POC-174,0.010542858563483592,0.07841604768190531,31.221,-15.74,34.016999999999996,0.4291150860887402,NA,1.7551232507550825,2.795999999999996,49.757,5.606999999999999,NA
POC-175,0.003207009437073496,0.16645441462975194,22,-Inf,39.143,NA,0.7779651610315451,NA,17.143,Inf,6.1030000000000015,NA
POC-178,4.4795682450007456e-6,0.14259740794770223,26.512999999999998,-3.064,39.443,NA,1.463735363555461,NA,12.93,42.507,7.5219999999999985,NA
POC-179,0.011699679830335107,0.1774189192193731,25.572,-Inf,34.793,NA,2.8560245701684663,NA,9.221,Inf,7.5070000000000014,NA
POC-181,0.009772783570232178,0.0858461192147725,22,-Inf,34.471000000000004,NA,0.9054090747552357,NA,12.471000000000004,Inf,10.712000000000003,NA
POC-183,0.02224560779294294,0.2027742511238836,26.909,-5.015000000000001,34.127,NA,3.366697574574132,NA,7.2180000000000035,39.142,5.874000000000002,NA
